pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
2914,87,1722031324826066,609863168,1722031325435929.2,2914,1,1.0,0.029855868222374744,1.6921875676462076e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2915,1242,1722031324836330,611627520,1722031325447957.5,2915,1,1.0,0.4260720411663808,1.6927682771634318e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2916,1242,1722031324836330,613223168,1722031325449553.2,2916,1,1.0,0.42592592592592593,1.6933489866909068e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2917,1242,1722031324836331,614746880,1722031325451078.0,2917,1,1.0,0.42577991086732947,1.6939296962184504e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2918,87,1722031324836494,615554816,1722031325452048.8,2918,1,1.0,0.02981494174091844,1.6945104057465382e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2919,396,1722031324839576,616962304,1722031325456538.2,2919,1,1.0,0.13566289825282632,1.6950911152711617e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2920,1242,1722031324842909,619230976,1722031325462140.0,2920,1,1.0,0.42534246575342466,1.6956718247946867e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2921,1242,1722031324842909,621977088,1722031325464886.0,2921,1,1.0,0.4251968503937008,1.6962525343210212e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2922,1242,1722031324842910,624083456,1722031325466993.5,2922,1,1.0,0.42505133470225875,1.6968332438479827e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2923,396,1722031324842910,625951744,1722031325468861.8,2923,1,1.0,0.13547724940130004,1.6974139533751788e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2924,87,1722031324843125,626988288,1722031325470113.2,2924,1,1.0,0.02975376196990424,1.6979946629029818e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2925,1242,1722031324997269,628722432,1722031325625991.5,2925,1,1.0,0.4246153846153846,1.6985753722782634e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2926,1242,1722031324997298,630608128,1722031325627906.2,2926,1,1.0,0.4244702665755297,1.699156081805358e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2927,87,1722031324997482,631517184,1722031325628999.2,2927,1,1.0,0.029723266142808336,1.6997367913332627e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2928,1242,1722031325000473,633684736,1722031325634157.8,2928,1,1.0,0.42418032786885246,1.7003175008571522e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2929,396,1722031325000473,634991616,1722031325635464.5,2929,1,1.0,0.13519972686923865,1.7008982103848428e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2930,87,1722031325000567,635665408,1722031325636232.5,2930,1,1.0,0.029692832764505118,1.7014789199130647e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2931,1242,1722031325007048,637608192,1722031325644656.2,2931,1,1.0,0.42374616171954965,1.7020596294337194e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2932,1242,1722031325007048,639438592,1722031325646486.5,2932,1,1.0,0.42360163710777626,1.7026403389608873e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2933,1242,1722031325007048,641136640,1722031325648184.8,2933,1,1.0,0.42345721104670986,1.7032210484881849e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2934,396,1722031325007048,642631168,1722031325649679.2,2934,1,1.0,0.13496932515337423,1.7038017580156827e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2935,87,1722031325007363,643267072,1722031325650630.0,2935,1,1.0,0.029642248722316866,1.7043824675437176e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2936,1242,1722031325010352,644761344,1722031325655113.2,2936,1,1.0,0.42302452316076294,1.7049631770682547e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2937,1242,1722031325010352,646755840,1722031325657107.8,2937,1,1.0,0.42288049029622066,1.7055438865952532e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2938,1242,1722031325010352,648537344,1722031325658889.2,2938,1,1.0,0.4227365554799183,1.7061245961224618e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2939,396,1722031325010352,649864448,1722031325660216.5,2939,1,1.0,0.13473970738346377,1.7067053056501194e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2940,1242,1722031325010352,651501824,1722031325661853.8,2940,1,1.0,0.42244897959183675,1.7072860151774686e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2941,87,1722031325010509,652199168,1722031325662708.2,2941,1,1.0,0.029581774906494388,1.707866724705593e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2942,1242,1722031325013571,654157056,1722031325667728.0,2942,1,1.0,0.4221617946974847,1.7084474342295846e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2943,1242,1722031325013571,655987456,1722031325669558.5,2943,1,1.0,0.42201834862385323,1.7090281437567377e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2944,396,1722031325013571,657399040,1722031325670970.0,2944,1,1.0,0.13451086956521738,1.709608853284306e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2945,1242,1722031325013571,659179264,1722031325672750.2,2945,1,1.0,0.42173174872665536,1.7101895628115067e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2946,1242,1722031325013571,661488128,1722031325675059.2,2946,1,1.0,0.4215885947046843,1.710770272338181e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2947,87,1722031325013747,662394624,1722031325676141.5,2947,1,1.0,0.029521547336274177,1.711350981866073e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2948,307,1722031325015269,663999744,1722031325679268.8,2948,1,1.0,0.10413839891451832,1.711931691391931e-06,1,TCP,56018,443,307,307,2.456,2.456,4.912
2949,1242,1722031325016838,665685504,1722031325682523.5,2949,1,1.0,0.4211597151576806,1.7125124009176605e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2950,396,1722031325016838,667338752,1722031325684176.8,2950,1,1.0,0.1342372881355932,1.7130931104449809e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2951,1242,1722031325016838,669284352,1722031325686122.2,2951,1,1.0,0.4208742799051169,1.713673819972009e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2952,1242,1722031325016838,671559936,1722031325688398.0,2952,1,1.0,0.42073170731707316,1.7142545294987075e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2953,1242,1722031325016838,673656576,1722031325690494.5,2953,1,1.0,0.42058923129021336,1.7148352390255826e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2954,396,1722031325016838,675375616,1722031325692213.5,2954,1,1.0,0.13405551794177387,1.7154159485528325e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2955,1242,1722031325016838,677184000,1722031325694022.0,2955,1,1.0,0.4203045685279188,1.715996658079992e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2956,87,1722031325016990,678128896,1722031325695119.0,2956,1,1.0,0.02943166441136671,1.7165773676078596e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2957,1242,1722031325020076,679742464,1722031325699818.5,2957,1,1.0,0.42002029083530606,1.7171580771321339e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2958,1242,1722031325020077,681672192,1722031325701749.2,2958,1,1.0,0.4198782961460446,1.7177387866591671e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2959,385,1722031325020077,683071488,1722031325703148.5,2959,1,1.0,0.13011152416356878,1.7183194961867294e-06,1,UDP,443,38125,385,385,3.08,3.08,6.16
2960,1242,1722031325020077,684712192,1722031325704789.2,2960,1,1.0,0.4195945945945946,1.7189002057140498e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2961,1242,1722031325020077,686589184,1722031325706666.2,2961,1,1.0,0.4194528875379939,1.719480915241133e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2962,1175,1722031325020077,688517888,1722031325708595.0,2962,1,1.0,0.39669142471303176,1.7200616247681631e-06,1,UDP,443,38125,1175,1175,9.4,9.4,18.8
2963,87,1722031325020194,689436160,1722031325709630.2,2963,1,1.0,0.029362132973337833,1.720642334296085e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2964,1242,1722031325034924,691096320,1722031325726020.2,2964,1,1.0,0.4190283400809717,1.7212230438086583e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2965,1242,1722031325034924,692746240,1722031325727670.2,2965,1,1.0,0.4188870151770658,1.721803753335959e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2966,87,1722031325035058,693448448,1722031325728506.5,2966,1,1.0,0.02933243425488874,1.7223844628640723e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2967,1242,1722031325038143,695601152,1722031325733744.2,2967,1,1.0,0.4186046511627907,1.7229651723877814e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2968,1242,1722031325038143,697574144,1722031325735717.2,2968,1,1.0,0.41846361185983827,1.723545881914754e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2969,1242,1722031325038143,699343872,1722031325737486.8,2969,1,1.0,0.41832266756483666,1.7241265914419294e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2970,396,1722031325038143,700592896,1722031325738736.0,2970,1,1.0,0.13333333333333333,1.7247073009696249e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2971,87,1722031325038302,701276672,1722031325739578.8,2971,1,1.0,0.029283069673510603,1.7252880104977265e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2972,1242,1722031325041435,703440128,1722031325744875.2,2972,1,1.0,0.41790040376850607,1.7258687200213638e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2973,1242,1722031325041436,705980672,1722031325747416.8,2973,1,1.0,0.4177598385469223,1.7264494295477596e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2974,1242,1722031325041436,708651008,1722031325750087.0,2974,1,1.0,0.4176193678547411,1.7270301390740246e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2975,87,1722031325041791,709766400,1722031325751557.5,2975,1,1.0,0.029243697478991595,1.7276108486014916e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2976,1242,1722031325044645,711836928,1722031325756482.0,2976,1,1.0,0.4173387096774194,1.7281915581254914e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2977,1242,1722031325044645,713657600,1722031325758302.5,2977,1,1.0,0.41719852200201546,1.7287722676526037e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2978,396,1722031325044645,714881536,1722031325759526.5,2978,1,1.0,0.13297515110812627,1.7293529771803137e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2979,87,1722031325044723,715528192,1722031325760251.2,2979,1,1.0,0.02920443101711984,1.7299336867085248e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2980,1242,1722031325047947,717488384,1722031325765435.5,2980,1,1.0,0.4167785234899329,1.7305143962322538e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2981,1242,1722031325047948,719516672,1722031325767464.8,2981,1,1.0,0.41663871184166384,1.731095105759151e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2982,1242,1722031325047948,721732352,1722031325769680.2,2982,1,1.0,0.4164989939637827,1.7316758152858591e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2983,1242,1722031325047948,724293888,1722031325772242.0,2983,1,1.0,0.41635936976198457,1.7322565248122177e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2984,1242,1722031325047948,726235904,1722031325774184.0,2984,1,1.0,0.41621983914209115,1.7328372343391983e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2985,1242,1722031325047948,727790592,1722031325775738.5,2985,1,1.0,0.41608040201005025,1.7334179438665676e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2986,87,1722031325048064,728432384,1722031325776496.5,2986,1,1.0,0.02913596784996651,1.7339986533947378e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2987,396,1722031325051192,730092032,1722031325781284.0,2987,1,1.0,0.13257448945430197,1.7345793629188486e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2988,1242,1722031325051192,731919616,1722031325783111.5,2988,1,1.0,0.41566265060240964,1.7351600724459388e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2989,1242,1722031325051192,733926144,1722031325785118.2,2989,1,1.0,0.41552358648377385,1.7357407819728472e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2990,1242,1722031325051192,735491328,1722031325786683.2,2990,1,1.0,0.4153846153846154,1.7363214915001996e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2991,87,1722031325051347,736163328,1722031325787510.2,2991,1,1.0,0.029087261785356068,1.7369022010282954e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2992,1242,1722031325054461,738705664,1722031325793166.8,2992,1,1.0,0.41510695187165775,1.7374829105515177e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2993,1242,1722031325054461,740939264,1722031325795400.2,2993,1,1.0,0.41496825927163383,1.738063620078191e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2994,1242,1722031325054461,742596864,1722031325797057.8,2994,1,1.0,0.4148296593186373,1.7386443296054443e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2995,87,1722031325054587,743474688,1722031325798061.8,2995,1,1.0,0.02904841402337229,1.7392250391333565e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2996,1242,1722031325057715,745353984,1722031325803069.0,2996,1,1.0,0.4145527369826435,1.7398057486572236e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2997,396,1722031325057715,746896384,1722031325804611.5,2997,1,1.0,0.13213213213213212,1.7403864581845891e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
2998,1242,1722031325057715,748477696,1722031325806192.8,2998,1,1.0,0.4142761841227485,1.7409671677119144e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2999,1242,1722031325057715,750526464,1722031325808241.5,2999,1,1.0,0.41413804601533843,1.7415478772387654e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3000,1242,1722031325057715,752281856,1722031325809996.8,3000,1,1.0,0.414,1.7421285867659123e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3001,1242,1722031325057715,754321408,1722031325812036.5,3001,1,1.0,0.4138620459846718,1.74270929629277e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3002,1242,1722031325057715,756830976,1722031325814546.0,3002,1,1.0,0.41372418387741505,1.7432900058191507e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3003,87,1722031325057871,757674752,1722031325815545.8,3003,1,1.0,0.028971028971028972,1.7438707153470587e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3004,1242,1722031325061003,759367168,1722031325820370.2,3004,1,1.0,0.41344873501997337,1.7444514248710918e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3005,1242,1722031325061003,761386752,1722031325822389.8,3005,1,1.0,0.4133111480865225,1.7450321343979635e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3006,1242,1722031325061004,763344384,1722031325824348.5,3006,1,1.0,0.41317365269461076,1.745612843924896e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3007,750,1722031325061004,765072640,1722031325826076.8,3007,1,1.0,0.2494180246092451,1.7461935534520605e-06,1,UDP,443,38125,750,750,6.0,6.0,12.0
3008,1242,1722031325061004,768004352,1722031325829008.2,3008,1,1.0,0.4128989361702128,1.7467742629780033e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3009,87,1722031325061198,769214464,1722031325830412.5,3009,1,1.0,0.028913260219341975,1.7473549725054941e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3010,1242,1722031325064248,772514048,1722031325836762.0,3010,1,1.0,0.412624584717608,1.7479356820279642e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3011,1242,1722031325064248,775735552,1722031325839983.5,3011,1,1.0,0.41248754566589174,1.748516391553606e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3012,1242,1722031325064248,778039040,1722031325842287.0,3012,1,1.0,0.4123505976095618,1.749097101080178e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3013,1242,1722031325064249,780158464,1722031325844407.5,3013,1,1.0,0.4122137404580153,1.7496778106069346e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3014,1242,1722031325064249,782322432,1722031325846571.5,3014,1,1.0,0.41207697412076977,1.7502585201336458e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3015,1242,1722031325064249,784083968,1722031325848333.0,3015,1,1.0,0.41194029850746267,1.7508392296607644e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3016,87,1722031325064318,784823808,1722031325849141.8,3016,1,1.0,0.028846153846153848,1.7514199391888507e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3017,318,1722031325067519,786459392,1722031325853978.5,3017,1,1.0,0.10540271793172025,1.7520006487128387e-06,1,UDP,443,38125,318,318,2.544,2.544,5.088
3018,1242,1722031325067519,788792320,1722031325856311.2,3018,1,1.0,0.4115308151093439,1.7525813582393716e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3019,1242,1722031325067519,791058688,1722031325858577.8,3019,1,1.0,0.4113945014905598,1.7531620677659706e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3020,87,1722031325067599,791999488,1722031325859598.5,3020,1,1.0,0.02880794701986755,1.7537427772938367e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3021,1242,1722031325070757,793627648,1722031325864384.8,3021,1,1.0,0.41112214498510424,1.754323486817866e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3022,1242,1722031325074167,795364864,1722031325869531.8,3022,1,1.0,0.4109861019192588,1.7549041963415244e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3023,1242,1722031325074168,797281792,1722031325871449.8,3023,1,1.0,0.4108501488587496,1.7554849058684709e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3024,1242,1722031325074168,798894592,1722031325873062.5,3024,1,1.0,0.4107142857142857,1.7560656153957273e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3025,1242,1722031325074169,800504064,1722031325874673.0,3025,1,1.0,0.41057851239669424,1.7566463249229855e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3026,396,1722031325074169,802057984,1722031325876227.0,3026,1,1.0,0.13086582947785855,1.7572270344502998e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
3027,1242,1722031325074231,804369152,1722031325878600.2,3027,1,1.0,0.4103072348860258,1.7578077439767767e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3028,87,1722031325074517,805248512,1722031325879765.5,3028,1,1.0,0.028731836195508585,1.7583884535044857e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3029,1242,1722031325077385,807695872,1722031325885080.8,3029,1,1.0,0.41003631561571474,1.758969163027955e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3030,1242,1722031325077385,810383616,1722031325887768.5,3030,1,1.0,0.4099009900990099,1.7595498725541054e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3031,1242,1722031325077385,812259840,1722031325889644.8,3031,1,1.0,0.4097657538766084,1.7601305820810831e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3032,1242,1722031325077385,814003200,1722031325891388.2,3032,1,1.0,0.4096306068601583,1.7607112916081958e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3033,1242,1722031325077385,815585024,1722031325892970.0,3033,1,1.0,0.4094955489614243,1.7612920011354724e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3034,87,1722031325077592,816221696,1722031325893813.8,3034,1,1.0,0.028675016479894528,1.761872710663503e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3035,1242,1722031325080587,818294272,1722031325898881.2,3035,1,1.0,0.40922570016474463,1.7624534201872105e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3036,396,1722031325080587,819785728,1722031325900372.8,3036,1,1.0,0.13043478260869565,1.7630341297145753e-06,1,UDP,443,38125,396,396,3.168,3.168,6.336
3037,1242,1722031325080587,821971200,1722031325902558.2,3037,1,1.0,0.40895620678300953,1.7636148392412285e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3038,87,1722031325080750,823296768,1722031325904046.8,3038,1,1.0,0.028637261356155366,1.7641955487685944e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
3039,1242,1722031325083841,825166336,1722031325909007.2,3039,1,1.0,0.40868706811451133,1.764776258292401e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3040,1242,1722031325083841,826801664,1722031325910642.8,3040,1,1.0,0.4085526315789474,1.765356967819613e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
3041,1242,1722031325083841,829030656,1722031325912871.8,3041,1,1.0,0.40841828345938835,1.765937677346215e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
