pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
1735,87,1722031322521095,203775488,1722031322724870.5,1735,1,1.0,0.05014409221902017,1.007531034484674e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1736,637,1722031322524277,205196288,1722031322729473.2,1736,1,1.0,0.36693548387096775,1.0081117440119416e-06,1,UDP,443,38125,637,637,5.096,5.096,10.192
1737,1242,1722031322528776,206839040,1722031322735615.0,1737,1,1.0,0.7150259067357513,1.008692453538305e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1738,87,1722031322528969,207706880,1722031322736676.0,1738,1,1.0,0.05005753739930955,1.0092731630676417e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1739,1242,1722031322532015,209611264,1722031322741626.2,1739,1,1.0,0.714203565267395,1.0098538725946972e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1740,637,1722031322532015,211045632,1722031322743060.8,1740,1,1.0,0.3660919540229885,1.010434582123812e-06,1,UDP,443,38125,637,637,5.096,5.096,10.192
1741,87,1722031322532192,211697152,1722031322743889.2,1741,1,1.0,0.049971280873061456,1.0110152916532818e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1742,1242,1722031322538588,213341952,1722031322751930.0,1742,1,1.0,0.7129735935706085,1.0115960011785143e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1743,1242,1722031322538588,215000576,1722031322753588.5,1743,1,1.0,0.7125645438898451,1.0121767107074928e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1744,637,1722031322538588,216460800,1722031322755048.8,1744,1,1.0,0.36525229357798167,1.0127574202365867e-06,1,UDP,443,38125,637,637,5.096,5.096,10.192
1745,87,1722031322538776,217404416,1722031322756180.5,1745,1,1.0,0.0498567335243553,1.0133381297658728e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1746,1242,1722031322545897,219249664,1722031322765146.8,1746,1,1.0,0.711340206185567,1.0139188392905454e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1747,1242,1722031322545897,221007616,1722031322766904.5,1747,1,1.0,0.7109330280480824,1.0144995488194585e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1748,626,1722031322545933,222828544,1722031322768761.5,1748,1,1.0,0.35812356979405036,1.0150802583483122e-06,1,UDP,443,38125,626,626,5.008,5.008,10.016
1749,87,1722031322546090,223702016,1722031322769792.0,1749,1,1.0,0.04974271012006861,1.0156609678776517e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1750,1242,1722031322549124,226061568,1722031322775185.5,1750,1,1.0,0.7097142857142857,1.016241677404416e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1751,1242,1722031322549125,228237824,1722031322777362.8,1751,1,1.0,0.7093089663049685,1.0168223869330759e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1752,669,1722031322549125,230092800,1722031322779217.8,1752,1,1.0,0.3818493150684932,1.0174030964619245e-06,1,UDP,443,38125,669,669,5.352,5.352,10.704
1753,87,1722031322549228,231071488,1722031322780299.5,1753,1,1.0,0.04962920707358814,1.0179838059912291e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1754,1242,1722031322555623,232970240,1722031322788593.2,1754,1,1.0,0.7080957810718358,1.018564515516267e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1755,1242,1722031322555623,235556608,1722031322791179.5,1755,1,1.0,0.7076923076923077,1.0191452250446773e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1756,669,1722031322555623,237091840,1722031322792714.8,1756,1,1.0,0.3809794988610478,1.0197259345737081e-06,1,UDP,443,38125,669,669,5.352,5.352,10.704
1757,87,1722031322555758,237991424,1722031322793749.5,1757,1,1.0,0.04951622083096187,1.0203066441030345e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1758,1242,1722031322567940,240594944,1722031322808535.0,1758,1,1.0,0.7064846416382252,1.0208873536242082e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1759,1242,1722031322571256,366607360,1722031322937863.2,1759,1,1.0,0.7060830017055145,1.0214680630774279e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1760,670,1722031322571256,368343296,1722031322939599.2,1760,1,1.0,0.3806818181818182,1.0220487726062882e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1761,87,1722031322571371,369164544,1722031322940535.5,1761,1,1.0,0.049403747870528106,1.022629482135622e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1762,1242,1722031322577706,371105024,1722031322948811.0,1762,1,1.0,0.7048808172531215,1.0232101916605945e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1763,1242,1722031322577707,373540864,1722031322951247.8,1763,1,1.0,0.7044809982983551,1.0237909011890327e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1764,670,1722031322577738,375127552,1722031322952865.5,1764,1,1.0,0.3798185941043084,1.0243716107179562e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1765,87,1722031322577826,375919104,1722031322953745.0,1765,1,1.0,0.04929178470254957,1.0249523202473183e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1766,1242,1722031322588170,377735680,1722031322965905.8,1766,1,1.0,0.7032842582106456,1.0255330297699612e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1767,1242,1722031322591402,379842816,1722031322971244.8,1767,1,1.0,0.7028862478777589,1.026113739296661e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1768,670,1722031322591403,381650688,1722031322973053.8,1768,1,1.0,0.37895927601809953,1.0266944488254618e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1769,1242,1722031322591403,383645696,1722031322975048.8,1769,1,1.0,0.7020915771622386,1.0272751583541502e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1770,1242,1722031322591403,385462016,1722031322976865.0,1770,1,1.0,0.7016949152542373,1.027855867882944e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1771,670,1722031322591403,386761728,1722031322978164.8,1771,1,1.0,0.378317334839074,1.0284365774120453e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1772,87,1722031322591751,387448064,1722031322979199.0,1772,1,1.0,0.04909706546275395,1.0290172869413042e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1773,1242,1722031322597874,389303552,1722031322987177.5,1773,1,1.0,0.700507614213198,1.0295979964664104e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1774,1242,1722031322597874,391158272,1722031322989032.2,1774,1,1.0,0.7001127395715896,1.0301787059951746e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1775,87,1722031322598039,391845376,1722031322989884.5,1775,1,1.0,0.049014084507042255,1.0307594155245379e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1776,670,1722031322601129,393520640,1722031322994649.8,1776,1,1.0,0.37725225225225223,1.031340125051557e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1777,1242,1722031322606255,395401216,1722031323001656.2,1777,1,1.0,0.69893078221722,1.0319208345772297e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1778,1242,1722031322606255,397223936,1722031323003479.0,1778,1,1.0,0.6985376827896513,1.0325015441060057e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1779,87,1722031322606355,397904384,1722031323004259.5,1779,1,1.0,0.048903878583473864,1.0330822536354058e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1780,670,1722031322609518,399426304,1722031323008944.2,1780,1,1.0,0.37640449438202245,1.033662963162462e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1781,1242,1722031322615113,401009152,1722031323016122.2,1781,1,1.0,0.6973610331274565,1.0342436726880173e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1782,87,1722031322615234,401837056,1722031323017071.0,1782,1,1.0,0.04882154882154882,1.0348243822173113e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1783,1242,1722031322618383,403514112,1722031323021897.0,1783,1,1.0,0.696578799775659,1.0354050917442735e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1784,670,1722031322618384,404865280,1722031323023249.2,1784,1,1.0,0.3755605381165919,1.0359858012733222e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1785,87,1722031322618602,406107136,1722031323024709.2,1785,1,1.0,0.04873949579831933,1.0365665108023052e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1786,1242,1722031322625576,408264192,1722031323033840.2,1786,1,1.0,0.6954087346024636,1.037147220326667e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1787,1242,1722031322625610,410395392,1722031323036005.5,1787,1,1.0,0.6950195858981534,1.0377279298552202e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1788,87,1722031322625736,411235840,1722031323036971.8,1788,1,1.0,0.04865771812080537,1.038308639384495e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1789,670,1722031322628817,412666112,1722031323041483.0,1789,1,1.0,0.37451089994410286,1.0388893489116307e-06,1,UDP,443,38125,670,670,5.36,5.36,10.72
1790,1242,1722031322640723,414522368,1722031323055245.2,1790,1,1.0,0.693854748603352,1.0394700584331788e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1791,1242,1722031322640724,416093696,1722031323056817.8,1791,1,1.0,0.6934673366834171,1.04005076796208e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1792,702,1722031322640724,417406976,1722031323058131.0,1792,1,1.0,0.39174107142857145,1.0406314774911368e-06,1,UDP,443,38125,702,702,5.616,5.616,11.232
1793,87,1722031322641027,418227200,1722031323059254.2,1793,1,1.0,0.04852203011712214,1.0412121870203078e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1794,1242,1722031322647218,419793920,1722031323067012.0,1794,1,1.0,0.6923076923076923,1.0417928965454638e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1795,1242,1722031322647218,421462528,1722031323068680.5,1795,1,1.0,0.6919220055710307,1.0423736060743008e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1796,702,1722031322647218,422972928,1722031323070191.0,1796,1,1.0,0.3908685968819599,1.0429543156032325e-06,1,UDP,443,38125,702,702,5.616,5.616,11.232
1797,87,1722031322647399,423675648,1722031323071074.8,1797,1,1.0,0.048414023372287146,1.0435350251325428e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1798,1242,1722031322650482,426672128,1722031323077154.2,1798,1,1.0,0.6907675194660734,1.0441157346587024e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1799,1242,1722031322650482,428721152,1722031323079203.2,1799,1,1.0,0.6903835464146748,1.0446964441873026e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1800,703,1722031322650482,430196992,1722031323080679.0,1800,1,1.0,0.39055555555555554,1.0452771537162498e-06,1,UDP,443,38125,703,703,5.624,5.624,11.248
1801,87,1722031322650566,430870016,1722031323081436.0,1801,1,1.0,0.04830649639089395,1.0458578632456325e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1802,1242,1722031322653850,432415744,1722031323086265.8,1802,1,1.0,0.6892341842397336,1.0464385727725396e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1803,1242,1722031322653850,434199808,1722031323088049.8,1803,1,1.0,0.6888519134775375,1.0470192823012955e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1804,87,1722031322654022,434862848,1722031323088884.8,1804,1,1.0,0.048226164079822616,1.0475999918306272e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1805,703,1722031322657006,436122368,1722031323093128.2,1805,1,1.0,0.3894736842105263,1.0481807013578839e-06,1,UDP,443,38125,703,703,5.624,5.624,11.248
1806,1242,1722031322662150,437855488,1722031323100005.5,1806,1,1.0,0.6877076411960132,1.0487614108835337e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1807,87,1722031322662236,439158784,1722031323101394.8,1807,1,1.0,0.04814609850581074,1.049342120412523e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1808,1242,1722031322665326,441117440,1722031323106443.5,1808,1,1.0,0.6869469026548672,1.0499228299392801e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1809,703,1722031322665326,442973952,1722031323108300.0,1809,1,1.0,0.38861249309010504,1.0505035394679812e-06,1,UDP,443,38125,703,703,5.624,5.624,11.248
1810,87,1722031322665379,443815168,1722031323109194.2,1810,1,1.0,0.04806629834254143,1.0510842489972684e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1811,1242,1722031322673234,445561600,1722031323118795.5,1811,1,1.0,0.6858089453340696,1.0516649585212378e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1812,1242,1722031322676472,447506432,1722031323123978.5,1812,1,1.0,0.6854304635761589,1.0522456680479e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1813,703,1722031322676473,448911104,1722031323125384.0,1813,1,1.0,0.3877551020408163,1.0528263775768684e-06,1,UDP,443,38125,703,703,5.624,5.624,11.248
1814,87,1722031322676660,449606912,1722031323126267.0,1814,1,1.0,0.047960308710033074,1.0534070871061556e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1815,1242,1722031322682993,451186688,1722031323134179.8,1815,1,1.0,0.684297520661157,1.0539877966311395e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1816,1242,1722031322682993,452857600,1722031323135850.5,1816,1,1.0,0.683920704845815,1.0545685061599407e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1817,735,1722031322682993,454416640,1722031323137409.8,1817,1,1.0,0.40451293340671435,1.055149215688809e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1818,87,1722031322683298,455137792,1722031323138435.8,1818,1,1.0,0.04785478547854786,1.0557299252180031e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1819,1242,1722031322689576,457260800,1722031323146836.8,1819,1,1.0,0.6827927432655305,1.056310634742673e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1820,1242,1722031322689576,459229952,1722031323148806.0,1820,1,1.0,0.6824175824175824,1.0568913442712843e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1821,735,1722031322689576,460699392,1722031323150275.5,1821,1,1.0,0.40362438220757824,1.0574720538002013e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1822,87,1722031322689743,461512448,1722031323151255.5,1822,1,1.0,0.047749725576289793,1.058052763329418e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1823,1242,1722031322696147,463136512,1722031323159283.5,1823,1,1.0,0.6812945693911135,1.0586334728543013e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1824,1242,1722031322699414,464744192,1722031323164158.2,1824,1,1.0,0.680921052631579,1.0592141823811188e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1825,735,1722031322699414,466484992,1722031323165899.0,1825,1,1.0,0.40273972602739727,1.0597948919098616e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1826,87,1722031322699589,467219200,1722031323166808.2,1826,1,1.0,0.04764512595837897,1.0603756014391154e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1827,1242,1722031322706118,468921344,1722031323175039.2,1827,1,1.0,0.6798029556650246,1.0609563109638574e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1828,1242,1722031322706156,470616576,1722031323176772.5,1828,1,1.0,0.6794310722100656,1.0615370204925996e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1829,88,1722031322706322,471339776,1722031323177661.8,1829,1,1.0,0.04811372334609076,1.0621177300218612e-06,1,UDP,38125,443,88,88,0.704,0.704,1.408
1830,735,1722031322709423,473296896,1722031323182720.0,1830,1,1.0,0.4016393442622951,1.0626984395485493e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1831,1242,1722031322712616,475130880,1722031323187747.0,1831,1,1.0,0.6783178590933916,1.0632791490752533e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1832,1242,1722031322712616,477338624,1722031323189954.5,1832,1,1.0,0.6779475982532751,1.0638598586036956e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1833,87,1722031322712713,478150912,1722031323190864.0,1833,1,1.0,0.04746317512274959,1.064440568132939e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1834,735,1722031322715935,479869440,1722031323195804.5,1834,1,1.0,0.40076335877862596,1.0650212776596887e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1835,1242,1722031322719267,481900288,1722031323201167.2,1835,1,1.0,0.6768392370572207,1.0656019871861737e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1836,1242,1722031322719267,483791360,1722031323203058.2,1836,1,1.0,0.6764705882352942,1.0661826967148047e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1837,735,1722031322719267,485116672,1722031323204383.8,1837,1,1.0,0.4001088731627654,1.0667634062437845e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1838,87,1722031322719475,485955840,1722031323205430.8,1838,1,1.0,0.04733405875952122,1.0673441157729364e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1839,1242,1722031322736521,487537920,1722031323224059.0,1839,1,1.0,0.6753670473083198,1.0679248252911842e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1840,1242,1722031322736521,490194176,1722031323226715.2,1840,1,1.0,0.675,1.06850553481933e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1841,735,1722031322736521,492180480,1722031323228701.5,1841,1,1.0,0.39923954372623577,1.06908624434789e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1842,87,1722031322736763,493142528,1722031323229905.5,1842,1,1.0,0.04723127035830619,1.0696669538769345e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1843,1242,1722031322742906,495057664,1722031323237963.8,1843,1,1.0,0.6739012479652741,1.0702476634017184e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1844,1242,1722031322742906,497099264,1722031323240005.2,1844,1,1.0,0.6735357917570499,1.0708283729302382e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1845,735,1722031322742906,498633728,1722031323241539.8,1845,1,1.0,0.3983739837398374,1.071409082459072e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1846,70,1722031322742906,499343104,1722031323242249.0,1846,1,1.0,0.03791982665222102,1.0719897919884188e-06,1,UDP,443,38125,70,70,0.56,0.56,1.12
1847,87,1722031322743137,500080384,1722031323243217.5,1847,1,1.0,0.04710341093665403,1.0725705015176034e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1848,1242,1722031322746165,501822464,1722031323247987.5,1848,1,1.0,0.672077922077922,1.0731512110444183e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1849,1242,1722031322746165,503423232,1722031323249588.2,1849,1,1.0,0.6717144402379664,1.0737319205732062e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1850,735,1722031322746165,504920064,1722031323251085.0,1850,1,1.0,0.3972972972972973,1.0743126301020578e-06,1,UDP,443,38125,735,735,5.88,5.88,11.76
1851,87,1722031322746396,505781248,1722031323252177.2,1851,1,1.0,0.04700162074554295,1.0748933396311608e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1852,1242,1722031322756643,508006912,1722031323264650.0,1852,1,1.0,0.6706263498920086,1.0754740491531557e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1853,1242,1722031322759896,509714944,1722031323269611.0,1853,1,1.0,0.6702644360496492,1.0760547586798362e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1854,724,1722031322759896,511240704,1722031323271136.8,1854,1,1.0,0.39050701186623515,1.0766354682086608e-06,1,UDP,443,38125,724,724,5.792,5.792,11.584
1855,87,1722031322760175,512020736,1722031323272195.8,1855,1,1.0,0.04690026954177898,1.0772161777377765e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1856,1242,1722031322763161,513729792,1722031323276890.8,1856,1,1.0,0.6691810344827587,1.0777968872646158e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1857,1242,1722031322763196,515341568,1722031323278537.5,1857,1,1.0,0.6688206785137318,1.0783775967933607e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1858,767,1722031322763207,516862208,1722031323280069.2,1858,1,1.0,0.41280947255113026,1.0789583063221765e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1859,87,1722031322763342,517873152,1722031323281215.2,1859,1,1.0,0.046799354491662185,1.0795390158512333e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1860,1242,1722031322771936,519981312,1722031323291917.2,1860,1,1.0,0.667741935483871,1.0801197253742953e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1861,1242,1722031322771936,521717760,1722031323293653.8,1861,1,1.0,0.6673831273508867,1.0807004349029767e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1862,767,1722031322771937,523758080,1722031323295695.0,1862,1,1.0,0.41192266380236303,1.0812811444314654e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1863,87,1722031322772154,524478208,1722031323296632.2,1863,1,1.0,0.04669887278582931,1.0818618539606465e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1864,1242,1722031322780330,527163904,1722031323307494.0,1864,1,1.0,0.6663090128755365,1.0824425634835886e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1865,1242,1722031322780330,528979968,1722031323309310.0,1865,1,1.0,0.6659517426273458,1.0830232730122122e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1866,767,1722031322780330,530571008,1722031323310901.0,1866,1,1.0,0.41103965702036444,1.0836039825409764e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1867,87,1722031322780474,531766784,1722031323312240.8,1867,1,1.0,0.04659882163899304,1.0841846920698975e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1868,1242,1722031322786840,533551872,1722031323320391.8,1868,1,1.0,0.6648822269807281,1.0847654015945273e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1869,1242,1722031322786840,535232768,1722031323322072.8,1869,1,1.0,0.6645264847512039,1.0853461111232294e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1870,767,1722031322786840,536581376,1722031323323421.5,1870,1,1.0,0.4101604278074866,1.0859268206521397e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1871,87,1722031322786922,537518336,1722031323324440.2,1871,1,1.0,0.046499198289684664,1.0865075301812575e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1872,1242,1722031322793283,539192832,1722031323332475.8,1872,1,1.0,0.6634615384615384,1.087088239705945e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1873,1242,1722031322793283,541005824,1722031323334288.8,1873,1,1.0,0.6631073144687667,1.0876689492345573e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1874,767,1722031322793283,542526464,1722031323335809.5,1874,1,1.0,0.40928495197438636,1.088249658763353e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1875,87,1722031322793503,543193344,1722031323336696.2,1875,1,1.0,0.0464,1.0888303682925488e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1876,1242,1722031322799875,545072640,1722031323344947.8,1876,1,1.0,0.662046908315565,1.0894110778170846e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1877,1242,1722031322799875,546931712,1722031323346806.8,1877,1,1.0,0.6616941928609483,1.0899917873456611e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1878,767,1722031322799875,548497152,1722031323348372.2,1878,1,1.0,0.4084132055378062,1.0905724968744223e-06,1,UDP,443,38125,767,767,6.136,6.136,12.272
1879,87,1722031322800134,549378304,1722031323349512.2,1879,1,1.0,0.04630122405534859,1.091153206403452e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1880,1242,1722031322806315,551551744,1722031323357866.8,1880,1,1.0,0.6606382978723404,1.0917339159279072e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1881,1242,1722031322806315,553120000,1722031323359435.0,1881,1,1.0,0.6602870813397129,1.0923146254566612e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1882,756,1722031322806315,554500608,1722031323360815.5,1882,1,1.0,0.40170031880977686,1.0928953349855334e-06,1,UDP,443,38125,756,756,6.048,6.048,12.096
1883,87,1722031322806477,555728896,1722031323362206.0,1883,1,1.0,0.046202867764206054,1.0934760445143984e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1884,1242,1722031322818228,557905408,1722031323376133.5,1884,1,1.0,0.6592356687898089,1.0940567540352974e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1885,1242,1722031322818228,559805184,1722031323378033.2,1885,1,1.0,0.6588859416445624,1.0946374635638325e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1886,87,1722031322818469,560554240,1722031323379023.2,1886,1,1.0,0.04612937433722163,1.0952181730929448e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1887,799,1722031322821385,562332928,1722031323383718.0,1887,1,1.0,0.42342342342342343,1.0957988826196992e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1888,1242,1722031322826126,563920640,1722031323390046.8,1888,1,1.0,0.6578389830508474,1.0963795921454098e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1889,1242,1722031322826126,565677312,1722031323391803.2,1889,1,1.0,0.6574907358390683,1.0969603016740291e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1890,87,1722031322826357,566564096,1722031323392921.0,1890,1,1.0,0.046031746031746035,1.0975410112030542e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1891,799,1722031322829246,568037632,1722031323397283.8,1891,1,1.0,0.4225277630883131,1.0981217207300091e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1892,1242,1722031322832502,569630208,1722031323402132.2,1892,1,1.0,0.6564482029598309,1.0987024302566513e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1893,1242,1722031322832502,571169792,1722031323403671.8,1893,1,1.0,0.6561014263074485,1.0992831397854023e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1894,799,1722031322832502,572556032,1722031323405058.0,1894,1,1.0,0.4218585005279831,1.0998638493142506e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1895,87,1722031322832626,573266176,1722031323405892.2,1895,1,1.0,0.04591029023746702,1.1004445588434504e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1896,1242,1722031322845619,575186944,1722031323420806.0,1896,1,1.0,0.6550632911392406,1.1010252683636476e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1897,1242,1722031322845620,576880384,1722031323422500.5,1897,1,1.0,0.6547179757511861,1.1016059778922911e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1898,799,1722031322845620,578261504,1722031323423881.5,1898,1,1.0,0.42096944151738674,1.1021866874211343e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1899,87,1722031322845828,578910208,1722031323424738.2,1899,1,1.0,0.045813586097946286,1.1027673969503125e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1900,1242,1722031322852038,580532224,1722031323432570.2,1900,1,1.0,0.6536842105263158,1.1033481064750206e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1901,1242,1722031322852065,582581248,1722031323434646.2,1901,1,1.0,0.6533403471856918,1.1039288160034132e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
